team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Jacoby Brissett,rushing,3,16,5.3,0,8
ARI,Michael Carter,rushing,5,17,3.4,0,8
ARI,Bam Knight,rushing,11,62,5.6,0,16
ATL,Bijan Robinson,rushing,23,142,6.2,1,26
ATL,Deven Thompkins,rushing,1,5,5.0,0,5
ATL,Tyler Allgeier,rushing,8,20,2.5,1,12
BAL,Keaton Mitchell,rushing,2,19,9.5,1,18
BAL,Rasheen Ali,rushing,4,17,4.3,0,9
BAL,Lamar Jackson,rushing,6,27,4.5,0,11
BAL,Derrick Henry,rushing,10,60,6.0,1,28
BUF,Ray Davis,rushing,9,62,6.9,0,15
BUF,Josh Allen,rushing,8,38,4.8,1,11
BUF,Ty Johnson,rushing,2,5,2.5,0,3
BUF,James Cook III,rushing,32,144,4.5,0,31
CAR,Bryce Young,rushing,5,23,4.6,0,24
CAR,Rico Dowdle,rushing,18,58,3.2,0,17
CAR,Chuba Hubbard,rushing,17,83,4.9,0,10
CHI,D'Andre Swift,rushing,18,125,6.9,1,23
CHI,Kyle Monangai,rushing,22,130,5.9,1,31
CHI,DJ Moore,rushing,1,10,10.0,0,10
CHI,Luther Burden III,rushing,1,3,3.0,0,3
CHI,Caleb Williams,rushing,5,13,2.6,0,5
CIN,Samaje Perine,rushing,14,39,2.8,0,12
CIN,Joe Burrow,rushing,3,8,2.7,0,3
CIN,Drew Sample,rushing,1,3,3.0,0,3
CIN,Chase Brown,rushing,15,78,5.2,0,18
CLE,Quinshon Judkins,rushing,23,91,4.0,0,17
CLE,Dylan Sampson,rushing,4,23,5.8,0,9
CLE,Isaiah Bond,rushing,1,9,9.0,0,9
CLE,Harold Fannin Jr.,rushing,1,0,0.0,0,0
CLE,Malachi Corley,rushing,1,9,9.0,0,9
CLE,Shedeur Sanders,rushing,1,6,6.0,0,6
DAL,Dak Prescott,rushing,3,-2,-0.7,0,0
DAL,KaVontae Turpin,rushing,3,33,11.0,0,25
DAL,Malik Davis,rushing,3,47,15.7,1,43
DAL,Javonte Williams,rushing,17,59,3.5,0,11
DEN,Adam Prentice,rushing,1,3,3.0,0,3
DEN,Marvin Mims Jr.,rushing,1,9,9.0,0,9
DEN,Bo Nix,rushing,2,16,8.0,0,11
DEN,Jaleel McLaughlin,rushing,6,24,4.0,0,14
DEN,RJ Harvey,rushing,13,35,2.7,2,11
DET,Jameson Williams,rushing,1,-5,-5.0,0,-5
DET,Jared Goff,rushing,1,24,24.0,0,24
DET,David Montgomery,rushing,8,32,4.0,1,14
DET,Jahmyr Gibbs,rushing,20,68,3.4,0,18
GB,Josh Jacobs,rushing,17,83,4.9,0,29
GB,Jordan Love,rushing,5,4,0.8,0,5
GB,Dontayvion Wicks,rushing,1,6,6.0,0,6
GB,Emanuel Wilson,rushing,4,14,3.5,0,5
GB,Bo Melton,rushing,2,15,7.5,0,14
GB,Christian Watson,rushing,1,3,3.0,0,3
HOU,Nico Collins,rushing,1,7,7.0,1,7
HOU,C.J. Stroud,rushing,1,0,0.0,0,0
HOU,Woody Marks,rushing,19,64,3.4,0,16
HOU,Nick Chubb,rushing,9,34,3.8,1,13
HOU,Cade Stover,rushing,4,3,0.8,0,2
IND,Tyler Warren,rushing,1,0,0.0,0,0
IND,Daniel Jones,rushing,1,1,1.0,0,1
IND,Jonathan Taylor,rushing,21,85,4.0,0,12
JAX,Bhayshul Tuten,rushing,8,17,2.1,1,7
JAX,Travis Etienne Jr.,rushing,12,28,2.3,0,6
JAX,Trevor Lawrence,rushing,3,25,8.3,0,14
JAX,Jakobi Meyers,rushing,1,3,3.0,0,3
