team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Hollywood Brown,rushing,1,-6,-6.0,0,-6
ARI,James Conner,rushing,14,62,4.4,0,14
ARI,Rondale Moore,rushing,2,6,3.0,0,4
ARI,Tony Jones Jr.,rushing,1,10,10.0,0,10
ARI,Kyler Murray,rushing,7,51,7.3,1,22
BAL,Gus Edwards,rushing,12,62,5.2,2,26
BAL,Lamar Jackson,rushing,9,54,6.0,0,8
BAL,Keaton Mitchell,rushing,8,33,4.1,0,21
BAL,Zay Flowers,rushing,1,7,7.0,0,7
BAL,Justice Hill,rushing,1,1,1.0,0,1
BUF,Deonte Harty,rushing,1,-2,-2.0,0,-2
BUF,Kyle Allen,rushing,2,-2,-1.0,0,-1
BUF,Ty Johnson,rushing,3,11,3.7,0,13
BUF,Josh Allen,rushing,5,15,3.0,0,7
BUF,James Cook III,rushing,17,73,4.3,0,12
BUF,Latavius Murray,rushing,10,35,3.5,0,7
CAR,Miles Sanders,rushing,11,50,4.5,0,15
CAR,Bryce Young,rushing,2,3,1.5,0,4
CAR,Chuba Hubbard,rushing,10,57,5.7,0,14
CHI,D'Onta Foreman,rushing,6,14,2.3,1,13
CHI,Justin Fields,rushing,18,104,5.8,0,29
CHI,Khalil Herbert,rushing,16,35,2.2,0,9
CHI,Roschon Johnson,rushing,6,30,5.0,0,14
CIN,Joe Mixon,rushing,16,69,4.3,0,14
CIN,Trayveon Williams,rushing,2,20,10.0,0,15
CIN,Jake Browning,rushing,4,40,10.0,0,19
CIN,Joe Burrow,rushing,1,7,7.0,0,7
CLE,Kareem Hunt,rushing,12,36,3.0,0,16
CLE,Jerome Ford,rushing,12,31,2.6,1,13
CLE,Dorian Thompson-Robinson,rushing,3,20,6.7,0,9
CLE,Cedric Tillman,rushing,1,8,8.0,0,8
CLE,Pierre Strong Jr.,rushing,1,1,1.0,0,1
DAL,CeeDee Lamb,rushing,1,7,7.0,0,7
DAL,Tony Pollard,rushing,12,61,5.1,1,22
DAL,Dak Prescott,rushing,2,6,3.0,0,3
DAL,Cooper Rush,rushing,3,-3,-1.0,0,-1
DAL,KaVontae Turpin,rushing,1,13,13.0,0,13
DAL,Rico Dowdle,rushing,8,23,2.9,0,11
DEN,Javonte Williams,rushing,11,37,3.4,0,15
DEN,Samaje Perine,rushing,1,7,7.0,0,7
DEN,Jaleel McLaughlin,rushing,1,1,1.0,0,1
DEN,Russell Wilson,rushing,2,1,0.5,0,2
DET,Jared Goff,rushing,2,3,1.5,0,4
DET,Jahmyr Gibbs,rushing,8,36,4.5,1,14
DET,David Montgomery,rushing,12,76,6.3,1,20
GB,Emanuel Wilson,rushing,3,12,4.0,0,5
GB,Jayden Reed,rushing,3,46,15.3,1,32
GB,AJ Dillon,rushing,14,29,2.1,0,6
GB,Jordan Love,rushing,3,0,0.0,0,1
GB,Christian Watson,rushing,1,1,1.0,0,1
GB,Aaron Jones Sr.,rushing,4,14,3.5,0,9
HOU,Devin Singletary,rushing,22,112,5.1,1,21
HOU,Andrew Beck,rushing,1,0,0.0,0,0
HOU,C.J. Stroud,rushing,1,-1,-1.0,0,-1
HOU,Mike Boone,rushing,1,0,0.0,0,0
JAX,Trevor Lawrence,rushing,5,17,3.4,2,9
JAX,Calvin Ridley,rushing,1,18,18.0,0,18
